GPT-2 (small), batch size 6, LR 1e-5:

{'loss': 3.8236, 'grad_norm': 6.041743278503418, 'learning_rate': 9.988297249853717e-06, 'epoch': 0.01}
{'loss': 1.7405, 'grad_norm': 5.6738057136535645, 'learning_rate': 9.789268292682928e-06, 'epoch': 0.21}
{'loss': 1.8025, 'grad_norm': 6.832633018493652, 'learning_rate': 9.785365853658538e-06, 'epoch': 0.21}
{'loss': 1.7953, 'grad_norm': 6.146502494812012, 'learning_rate': 9.781463414634147e-06, 'epoch': 0.22}
{'loss': 1.7581, 'grad_norm': 6.049346446990967, 'learning_rate': 9.777560975609757e-06, 'epoch': 0.22}
{'loss': 1.7583, 'grad_norm': 6.601612567901611, 'learning_rate': 9.773658536585366e-06, 'epoch': 0.23}
{'loss': 1.7442, 'grad_norm': 6.004482269287109, 'learning_rate': 9.769756097560976e-06, 'epoch': 0.23}
{'loss': 1.7538, 'grad_norm': 5.585092544555664, 'learning_rate': 9.765853658536585e-06, 'epoch': 0.23}
{'eval_loss': 1.9447916746139526, 'eval_runtime': 99.9608, 'eval_samples_per_second': 11.114, 'eval_steps_per_second': 5.562, 'epoch': 0.23}

GPT-2 (large), batch size 1, LR 1e-5

{'loss': 3.004, 'grad_norm': 7.140761375427246, 'learning_rate': 9.998048590106353e-06, 'epoch': 0.0}
{'loss': 2.1889, 'grad_norm': 12.83740520477295, 'learning_rate': 9.996097180212705e-06, 'epoch': 0.0}
{'loss': 2.0237, 'grad_norm': 2.5378434658050537, 'learning_rate': 9.994145770319057e-06, 'epoch': 0.01}
{'loss': 2.0117, 'grad_norm': 2.7653088569641113, 'learning_rate': 9.992194360425408e-06, 'epoch': 0.01}
{'loss': 1.9218, 'grad_norm': 3.1064469814300537, 'learning_rate': 9.99024295053176e-06, 'epoch': 0.01}
{'loss': 1.8905, 'grad_norm': 3.0597150325775146, 'learning_rate': 9.988291540638112e-06, 'epoch': 0.01}
{'loss': 1.9511, 'grad_norm': 2.820521831512451, 'learning_rate': 9.986340130744464e-06, 'epoch': 0.01}
{'loss': 1.8689, 'grad_norm': 2.51009202003479, 'learning_rate': 9.984388720850814e-06, 'epoch': 0.02}
{'loss': 1.8728, 'grad_norm': 2.8293352127075195, 'learning_rate': 9.982437310957166e-06, 'epoch': 0.02}
{'loss': 1.8946, 'grad_norm': 2.8602826595306396, 'learning_rate': 9.98048590106352e-06, 'epoch': 0.02}
{'eval_loss': 1.862630844116211, 'eval_runtime': 207.4215, 'eval_samples_per_second': 5.356, 'eval_steps_per_second': 5.356, 'epoch': 0.02}
{'loss': 1.8086, 'grad_norm': 2.7048985958099365, 'learning_rate': 9.978534491169872e-06, 'epoch': 0.02}
{'loss': 1.7751, 'grad_norm': 2.779191017150879, 'learning_rate': 9.976583081276224e-06, 'epoch': 0.02}
{'loss': 1.7535, 'grad_norm': 2.7567853927612305, 'learning_rate': 9.974631671382576e-06, 'epoch': 0.03}
{'loss': 1.8326, 'grad_norm': 2.442884922027588, 'learning_rate': 9.972680261488926e-06, 'epoch': 0.03}
{'loss': 1.7812, 'grad_norm': 2.469904661178589, 'learning_rate': 9.970728851595278e-06, 'epoch': 0.03}
{'loss': 1.7505, 'grad_norm': 2.4100522994995117, 'learning_rate': 9.96877744170163e-06, 'epoch': 0.03}
{'loss': 1.6667, 'grad_norm': 2.1995091438293457, 'learning_rate': 9.966826031807983e-06, 'epoch': 0.03}
{'loss': 1.6787, 'grad_norm': 2.8640401363372803, 'learning_rate': 9.964874621914335e-06, 'epoch': 0.04}
{'loss': 1.7741, 'grad_norm': 2.2005088329315186, 'learning_rate': 9.962923212020685e-06, 'epoch': 0.04}
{'loss': 1.6517, 'grad_norm': 2.570612907409668, 'learning_rate': 9.960971802127037e-06, 'epoch': 0.04}
{'eval_loss': 1.839763879776001, 'eval_runtime': 209.6661, 'eval_samples_per_second': 5.299, 'eval_steps_per_second': 5.299, 'epoch': 0.04}
{'loss': 1.7005, 'grad_norm': 2.5850207805633545, 'learning_rate': 9.959020392233389e-06, 'epoch': 0.04}
{'loss': 1.7457, 'grad_norm': 2.6023902893066406, 'learning_rate': 9.957068982339741e-06, 'epoch': 0.04}
{'loss': 1.7013, 'grad_norm': 2.288337469100952, 'learning_rate': 9.955117572446093e-06, 'epoch': 0.04}
{'loss': 1.7032, 'grad_norm': 2.859117269515991, 'learning_rate': 9.953166162552445e-06, 'epoch': 0.05}
{'loss': 1.6152, 'grad_norm': 2.0045793056488037, 'learning_rate': 9.951214752658797e-06, 'epoch': 0.05}
{'loss': 1.6358, 'grad_norm': 2.401411771774292, 'learning_rate': 9.949263342765149e-06, 'epoch': 0.05}
{'loss': 1.686, 'grad_norm': 2.5888898372650146, 'learning_rate': 9.9473119328715e-06, 'epoch': 0.05}
{'loss': 1.6812, 'grad_norm': 2.3654682636260986, 'learning_rate': 9.945360522977852e-06, 'epoch': 0.05}
{'loss': 1.5927, 'grad_norm': 2.061675786972046, 'learning_rate': 9.943409113084204e-06, 'epoch': 0.06}
{'loss': 1.6464, 'grad_norm': 2.382568120956421, 'learning_rate': 9.941457703190556e-06, 'epoch': 0.06}
{'eval_loss': 1.8212686777114868, 'eval_runtime': 211.0856, 'eval_samples_per_second': 5.263, 'eval_steps_per_second': 5.263, 'epoch': 0.06}
